timestamp,temperature_C,humidity_%,solar_irradiation_W/m2
2020-01-18 02:15:00,23.95,80.18,404.63
2020-01-18 02:30:00,23.48,59.64,352.3
2020-01-18 02:45:00,20.98,57.11,386.53
2020-01-18 03:00:00,21.04,53.91,346.64
2020-01-18 03:15:00,45.73,98.98,0.0
2020-01-18 03:30:00,21.92,59.78,449.61
2020-01-18 03:45:00,23.08,87.27,387.16
2020-01-18 04:00:00,20.7,57.22,308.51
2020-01-18 04:15:00,14.35,60.96,306.26
2020-01-18 04:30:00,19.93,66.24,70.74
2020-01-18 04:45:00,21.66,49.31,296.44
2020-01-18 05:00:00,20.77,73.65,493.48
2020-01-18 05:15:00,21.97,47.31,0.0
2020-01-18 05:30:00,52.66,96.3,1464.74
2020-01-18 05:45:00,23.32,81.0,298.77
2020-01-18 06:00:00,18.44,75.49,150.53
2020-01-18 06:15:00,20.22,61.13,391.11
2020-01-18 06:30:00,23.53,60.37,388.71
2020-01-18 06:45:00,25.2,65.94,187.93
2020-01-18 07:00:00,17.92,52.84,349.2
2020-01-18 07:15:00,23.61,48.71,544.27
2020-01-18 07:30:00,-0.97,6.06,1372.12
2020-01-18 07:45:00,26.27,62.33,383.97
2020-01-18 08:00:00,51.44,98.89,1372.13
2020-01-18 08:15:00,-7.23,93.91,1439.19
2020-01-18 08:30:00,20.88,58.3,337.46
2020-01-18 08:45:00,-4.15,90.53,0.0
2020-01-18 09:00:00,22.54,74.76,312.09
2020-01-18 09:15:00,20.82,61.43,312.87
2020-01-18 09:30:00,24.59,87.71,459.41
2020-01-18 09:45:00,23.59,57.36,435.07
2020-01-18 10:00:00,21.1,67.96,162.83
2020-01-18 10:15:00,46.88,0.22,1369.45
2020-01-18 10:30:00,22.81,65.35,347.26
2020-01-18 10:45:00,21.3,50.47,703.27
2020-01-18 11:00:00,21.23,66.3,396.38
2020-01-18 11:15:00,23.25,42.6,343.68
2020-01-18 11:30:00,24.22,45.57,545.58
2020-01-18 11:45:00,20.2,64.98,393.59
2020-01-18 12:00:00,4.36,90.22,1540.11
2020-01-18 12:15:00,21.35,67.55,429.89
2020-01-18 12:30:00,24.92,50.13,551.25
2020-01-18 12:45:00,13.6,66.63,672.34
2020-01-18 13:00:00,20.58,65.83,463.02
2020-01-18 13:15:00,22.28,50.15,317.29
2020-01-18 13:30:00,22.75,50.49,158.32
2020-01-18 13:45:00,21.85,63.41,333.53
2020-01-18 14:00:00,23.51,78.49,391.16
2020-01-18 14:15:00,21.34,63.62,299.7
2020-01-18 14:30:00,-7.21,6.73,1277.89
2020-01-18 14:45:00,41.0,2.99,1480.5
2020-01-18 15:00:00,24.79,53.5,366.17
2020-01-18 15:15:00,19.16,75.77,608.63
2020-01-18 15:30:00,23.57,67.16,399.22
2020-01-18 15:45:00,23.71,62.0,582.96
2020-01-18 16:00:00,21.28,47.7,577.23
2020-01-18 16:15:00,22.63,54.7,355.11
2020-01-18 16:30:00,58.76,99.84,0.0
2020-01-18 16:45:00,27.54,66.54,236.43
2020-01-18 17:00:00,19.02,73.75,260.56
2020-01-18 17:15:00,22.65,57.95,501.51
2020-01-18 17:30:00,27.74,67.34,279.73
2020-01-18 17:45:00,21.51,49.7,132.64
2020-01-18 18:00:00,-8.86,0.54,0.0
2020-01-18 18:15:00,20.63,66.99,326.82
2020-01-18 18:30:00,18.23,52.46,314.42
2020-01-18 18:45:00,16.5,56.63,360.46
2020-01-18 19:00:00,18.66,56.85,337.63
2020-01-18 19:15:00,25.19,59.53,418.67
2020-01-18 19:30:00,24.04,59.87,442.3
2020-01-18 19:45:00,19.78,56.2,468.86
2020-01-18 20:00:00,21.85,46.57,267.89
2020-01-18 20:15:00,17.21,56.79,345.36
2020-01-18 20:30:00,-0.67,90.6,1388.39
2020-01-18 20:45:00,18.92,47.14,451.53
2020-01-18 21:00:00,27.12,61.49,415.86
2020-01-18 21:15:00,22.66,47.93,456.1
2020-01-18 21:30:00,21.88,48.49,593.33
2020-01-18 21:45:00,19.06,59.52,362.92
2020-01-18 22:00:00,25.26,66.22,292.9
2020-01-18 22:15:00,22.57,65.94,506.1
2020-01-18 22:30:00,15.26,70.35,419.99
2020-01-18 22:45:00,24.36,59.18,475.38
2020-01-18 23:00:00,26.36,63.57,510.61
2020-01-18 23:15:00,22.12,69.63,619.16
2020-01-18 23:30:00,22.43,64.66,200.08
2020-01-18 23:45:00,22.45,62.67,549.02
2020-01-19 00:00:00,19.63,61.03,279.8
2020-01-19 00:15:00,21.48,55.93,256.32
2020-01-19 00:30:00,17.01,45.3,631.38
2020-01-19 00:45:00,18.1,61.95,248.05
2020-01-19 01:00:00,23.72,71.49,478.02
2020-01-19 01:15:00,4.76,6.69,1466.34
2020-01-19 01:30:00,23.92,69.17,293.83
2020-01-19 01:45:00,20.33,57.49,249.8
2020-01-19 02:00:00,21.0,59.65,640.52
2020-01-19 02:15:00,24.52,47.85,532.28
2020-01-19 02:30:00,22.34,71.77,365.24
2020-01-19 02:45:00,20.25,73.32,354.26
2020-01-19 03:00:00,26.84,55.49,369.57
2020-01-19 03:15:00,28.99,54.74,339.34
2020-01-19 03:30:00,20.24,52.3,193.0
2020-01-19 03:45:00,20.97,60.04,481.31
2020-01-19 04:00:00,59.21,92.8,0.0
2020-01-19 04:15:00,29.59,53.99,252.23
2020-01-19 04:30:00,23.05,64.38,372.74
2020-01-19 04:45:00,22.9,57.62,359.53
2020-01-19 05:00:00,16.31,53.25,401.39
2020-01-19 05:15:00,16.18,41.01,434.55
2020-01-19 05:30:00,21.79,52.45,421.03
2020-01-19 05:45:00,23.85,67.74,290.41
2020-01-19 06:00:00,22.6,58.82,409.8
2020-01-19 06:15:00,20.66,61.27,587.94
2020-01-19 06:30:00,19.33,52.89,314.19
2020-01-19 06:45:00,22.38,57.51,420.77
2020-01-19 07:00:00,21.37,60.53,55.05
2020-01-19 07:15:00,40.7,2.73,1408.82
2020-01-19 07:30:00,4.91,98.56,0.0
2020-01-19 07:45:00,24.26,48.87,410.92
2020-01-19 08:00:00,18.06,56.33,455.07
2020-01-19 08:15:00,19.36,44.65,146.25
2020-01-19 08:30:00,-4.44,1.18,1565.08
2020-01-19 08:45:00,22.85,66.91,273.82
2020-01-19 09:00:00,1.55,1.78,1461.11
2020-01-19 09:15:00,2.88,90.71,1229.88
2020-01-19 09:30:00,19.94,62.6,446.26
2020-01-19 09:45:00,25.62,50.35,315.35
2020-01-19 10:00:00,27.0,80.88,287.68
2020-01-19 10:15:00,24.85,49.58,313.39
2020-01-19 10:30:00,22.95,68.42,139.15
2020-01-19 10:45:00,23.2,52.75,497.05
2020-01-19 11:00:00,19.61,76.29,201.03
2020-01-19 11:15:00,24.78,47.43,404.93
2020-01-19 11:30:00,20.85,51.08,394.45
2020-01-19 11:45:00,22.63,47.98,516.24
2020-01-19 12:00:00,42.18,5.37,0.0
2020-01-19 12:15:00,18.18,60.98,342.49
2020-01-19 12:30:00,22.97,49.17,374.09
2020-01-19 12:45:00,21.96,42.39,157.06
2020-01-19 13:00:00,17.05,58.53,345.29
2020-01-19 13:15:00,23.46,50.4,361.4
2020-01-19 13:30:00,20.59,74.57,676.48
2020-01-19 13:45:00,25.41,57.21,371.19
2020-01-19 14:00:00,19.17,64.79,410.03
2020-01-19 14:15:00,27.6,54.56,490.09
2020-01-19 14:30:00,27.01,50.67,467.56
2020-01-19 14:45:00,24.19,54.73,431.89
2020-01-19 15:00:00,16.55,46.44,360.89
2020-01-19 15:15:00,25.77,52.76,427.64
2020-01-19 15:30:00,23.56,77.55,326.1
2020-01-19 15:45:00,-7.47,97.0,1276.28
2020-01-19 16:00:00,16.37,73.87,544.86
2020-01-19 16:15:00,23.44,55.41,398.44
2020-01-19 16:30:00,22.37,61.15,174.66
2020-01-19 16:45:00,23.94,64.54,236.66
2020-01-19 17:00:00,21.24,52.98,543.58
2020-01-19 17:15:00,23.81,59.8,246.58
2020-01-19 17:30:00,21.53,51.4,323.9
2020-01-19 17:45:00,17.98,38.2,853.54
2020-01-19 18:00:00,59.89,4.28,1415.26
2020-01-19 18:15:00,18.79,62.01,479.67
2020-01-19 18:30:00,20.5,71.57,475.99
2020-01-19 18:45:00,20.38,60.32,246.72
2020-01-19 19:00:00,19.68,62.53,414.86
2020-01-19 19:15:00,18.8,48.87,498.73
2020-01-19 19:30:00,21.33,60.6,430.42
2020-01-19 19:45:00,22.67,55.2,441.27
2020-01-19 20:00:00,21.69,67.95,218.44
2020-01-19 20:15:00,18.57,44.9,211.01
2020-01-19 20:30:00,18.94,55.04,529.35
2020-01-19 20:45:00,28.24,50.72,449.61
2020-01-19 21:00:00,23.01,69.25,489.71
2020-01-19 21:15:00,18.99,72.48,417.25
2020-01-19 21:30:00,20.35,61.59,391.05
2020-01-19 21:45:00,25.93,75.77,282.39
2020-01-19 22:00:00,26.01,67.2,413.65
2020-01-19 22:15:00,25.2,62.96,465.25
2020-01-19 22:30:00,23.17,69.7,235.85
2020-01-19 22:45:00,20.42,45.53,456.11
2020-01-19 23:00:00,40.39,92.6,1466.38
2020-01-19 23:15:00,17.46,59.56,349.34
2020-01-19 23:30:00,24.89,52.58,418.86
2020-01-19 23:45:00,22.04,68.99,399.4
2020-01-20 00:00:00,26.51,64.4,622.82
2020-01-20 00:15:00,26.39,58.36,392.56
2020-01-20 00:30:00,19.53,55.24,256.96
2020-01-20 00:45:00,-3.94,99.39,1294.89
2020-01-20 01:00:00,22.45,79.7,339.71
2020-01-20 01:15:00,-9.52,6.95,0.0
2020-01-20 01:30:00,23.29,45.98,618.23
2020-01-20 01:45:00,20.35,66.7,264.03
2020-01-20 02:00:00,21.94,68.63,599.96
2020-01-20 02:15:00,-5.71,9.16,0.0
2020-01-20 02:30:00,24.64,59.3,328.39
2020-01-20 02:45:00,24.68,51.52,453.7
2020-01-20 03:00:00,20.71,57.85,490.35
2020-01-20 03:15:00,24.93,60.94,416.12
2020-01-20 03:30:00,15.78,67.86,450.37
2020-01-20 03:45:00,19.98,59.05,211.5
2020-01-20 04:00:00,23.36,74.76,273.2
2020-01-20 04:15:00,23.59,74.02,217.92
2020-01-20 04:30:00,58.11,95.6,1552.5
2020-01-20 04:45:00,18.93,65.38,23.03
2020-01-20 05:00:00,23.2,51.22,260.31
2020-01-20 05:15:00,16.5,54.11,379.17
2020-01-20 05:30:00,26.08,63.72,325.95
2020-01-20 05:45:00,21.18,63.68,213.13
2020-01-20 06:00:00,18.75,73.61,338.71
2020-01-20 06:15:00,23.82,58.13,480.77
2020-01-20 06:30:00,18.9,56.52,324.93
2020-01-20 06:45:00,20.25,83.57,616.42
2020-01-20 07:00:00,27.74,70.27,316.83
2020-01-20 07:15:00,23.31,52.43,163.37
2020-01-20 07:30:00,22.43,55.75,587.22
2020-01-20 07:45:00,25.82,59.53,501.95
2020-01-20 08:00:00,25.43,78.72,434.32
2020-01-20 08:15:00,57.81,6.21,1558.4
2020-01-20 08:30:00,22.4,61.07,377.4
2020-01-20 08:45:00,23.3,58.99,447.27
2020-01-20 09:00:00,24.35,58.29,468.13
2020-01-20 09:15:00,18.62,84.9,753.66
2020-01-20 09:30:00,18.7,42.96,158.36
2020-01-20 09:45:00,16.58,62.12,273.43
2020-01-20 10:00:00,23.32,70.94,192.19
2020-01-20 10:15:00,20.42,65.45,188.79
2020-01-20 10:30:00,21.88,52.79,492.51
2020-01-20 10:45:00,25.71,66.84,483.58
2020-01-20 11:00:00,21.62,86.1,399.14
2020-01-20 11:15:00,18.83,66.82,334.83
2020-01-20 11:30:00,29.55,56.51,296.03
2020-01-20 11:45:00,20.04,44.61,501.12
2020-01-20 12:00:00,21.34,25.02,287.25
2020-01-20 12:15:00,21.57,61.18,395.69
2020-01-20 12:30:00,21.13,72.1,482.41
2020-01-20 12:45:00,24.67,60.24,510.95
2020-01-20 13:00:00,18.56,52.05,363.8
2020-01-20 13:15:00,17.61,58.11,407.64
2020-01-20 13:30:00,23.38,50.32,523.87
2020-01-20 13:45:00,17.76,57.18,319.88
2020-01-20 14:00:00,22.49,48.69,459.55
2020-01-20 14:15:00,15.25,43.94,363.56
2020-01-20 14:30:00,20.96,65.27,306.39
2020-01-20 14:45:00,21.67,76.88,165.3
2020-01-20 15:00:00,20.02,67.87,462.01
2020-01-20 15:15:00,18.31,59.98,464.92
2020-01-20 15:30:00,15.88,59.65,357.4
2020-01-20 15:45:00,18.77,50.62,582.01
2020-01-20 16:00:00,54.97,93.92,0.0
2020-01-20 16:15:00,17.7,65.71,309.15
2020-01-20 16:30:00,24.28,82.32,484.89
2020-01-20 16:45:00,1.55,9.4,0.0
2020-01-20 17:00:00,-1.77,4.22,1535.36
2020-01-20 17:15:00,22.73,63.33,578.73
2020-01-20 17:30:00,24.89,77.9,438.32
2020-01-20 17:45:00,50.53,98.02,0.0
2020-01-20 18:00:00,16.45,66.25,317.54
2020-01-20 18:15:00,40.98,9.31,0.0
2020-01-20 18:30:00,19.65,63.39,410.12
2020-01-20 18:45:00,21.42,49.95,352.78
2020-01-20 19:00:00,19.24,61.47,304.15
2020-01-20 19:15:00,23.16,70.75,499.91
2020-01-20 19:30:00,18.26,52.5,253.49
2020-01-20 19:45:00,27.64,78.37,588.4
2020-01-20 20:00:00,26.39,73.87,567.72
2020-01-20 20:15:00,22.45,72.05,322.55
2020-01-20 20:30:00,19.72,65.86,373.63
2020-01-20 20:45:00,53.03,3.35,1303.7
2020-01-20 21:00:00,-7.05,92.63,1488.71
2020-01-20 21:15:00,19.38,62.25,429.35
2020-01-20 21:30:00,23.0,55.72,440.29
2020-01-20 21:45:00,27.14,60.05,380.71
2020-01-20 22:00:00,21.3,79.6,526.55
2020-01-20 22:15:00,24.17,72.89,529.72
2020-01-20 22:30:00,17.41,40.72,363.22
2020-01-20 22:45:00,20.04,57.84,245.6
2020-01-20 23:00:00,58.89,2.65,1423.26
2020-01-20 23:15:00,23.58,56.13,213.74
2020-01-20 23:30:00,23.3,58.42,135.53
2020-01-20 23:45:00,26.62,66.85,119.14
2020-01-21 00:00:00,20.52,68.82,391.39
2020-01-21 00:15:00,-5.85,95.01,0.0
2020-01-21 00:30:00,20.37,59.58,741.3
2020-01-21 00:45:00,18.07,57.13,386.67
2020-01-21 01:00:00,22.5,48.7,293.69
2020-01-21 01:15:00,18.9,54.8,311.76
2020-01-21 01:30:00,16.41,35.2,252.95
2020-01-21 01:45:00,-6.51,97.68,0.0
2020-01-21 02:00:00,18.02,76.3,358.12
2020-01-21 02:15:00,23.01,64.68,593.05
2020-01-21 02:30:00,23.56,55.58,426.75
2020-01-21 02:45:00,22.83,72.8,252.85
2020-01-21 03:00:00,25.58,53.1,214.57
2020-01-21 03:15:00,21.69,64.87,366.45
2020-01-21 03:30:00,20.98,74.36,630.51
2020-01-21 03:45:00,21.89,56.6,486.63
2020-01-21 04:00:00,20.39,49.03,509.83
2020-01-21 04:15:00,49.57,93.84,0.0
2020-01-21 04:30:00,20.85,54.16,458.33
2020-01-21 04:45:00,26.43,52.76,393.13
2020-01-21 05:00:00,22.03,70.79,266.18
2020-01-21 05:15:00,19.62,39.37,339.48
2020-01-21 05:30:00,-0.93,99.2,0.0
2020-01-21 05:45:00,23.68,65.79,445.79
2020-01-21 06:00:00,22.22,43.68,425.52
2020-01-21 06:15:00,48.72,99.32,0.0
2020-01-21 06:30:00,22.9,59.25,199.89
2020-01-21 06:45:00,25.03,59.19,482.99
2020-01-21 07:00:00,26.62,70.48,531.7
2020-01-21 07:15:00,21.46,55.12,216.56
2020-01-21 07:30:00,18.75,59.7,361.15
2020-01-21 07:45:00,20.54,66.82,572.87
2020-01-21 08:00:00,24.65,58.47,468.95
2020-01-21 08:15:00,1.98,6.67,1361.92
2020-01-21 08:30:00,21.25,46.69,327.29
2020-01-21 08:45:00,21.91,60.83,539.16
2020-01-21 09:00:00,20.3,65.84,363.7
2020-01-21 09:15:00,26.36,63.44,685.13
2020-01-21 09:30:00,20.55,58.92,293.43
2020-01-21 09:45:00,25.98,71.6,542.78
2020-01-21 10:00:00,18.79,58.08,255.38
2020-01-21 10:15:00,29.09,59.31,347.31
2020-01-21 10:30:00,20.66,56.24,328.55
2020-01-21 10:45:00,19.02,61.8,535.29
2020-01-21 11:00:00,27.16,53.9,723.88
2020-01-21 11:15:00,24.28,58.07,251.84
2020-01-21 11:30:00,15.98,50.7,307.0
2020-01-21 11:45:00,24.33,65.21,715.24
2020-01-21 12:00:00,14.44,59.11,240.95
2020-01-21 12:15:00,18.47,65.76,458.19
2020-01-21 12:30:00,27.94,72.8,321.21
2020-01-21 12:45:00,16.25,55.88,185.47
2020-01-21 13:00:00,45.7,0.66,1313.07
2020-01-21 13:15:00,24.8,56.15,403.23
2020-01-21 13:30:00,20.32,64.77,461.48
2020-01-21 13:45:00,26.95,56.15,651.74
2020-01-21 14:00:00,20.85,53.11,133.61
2020-01-21 14:15:00,20.44,74.0,163.91
2020-01-21 14:30:00,17.63,61.92,469.17
2020-01-21 14:45:00,18.91,58.6,220.23
2020-01-21 15:00:00,19.11,71.39,386.21
2020-01-21 15:15:00,21.78,70.15,560.16
2020-01-21 15:30:00,1.43,2.29,0.0
2020-01-21 15:45:00,26.77,74.7,567.91
2020-01-21 16:00:00,21.97,70.47,663.93
2020-01-21 16:15:00,24.87,68.65,482.06
2020-01-21 16:30:00,22.7,60.38,240.8
2020-01-21 16:45:00,21.42,60.21,257.23
2020-01-21 17:00:00,23.73,44.08,505.01
2020-01-21 17:15:00,20.49,49.04,298.53
2020-01-21 17:30:00,15.14,45.28,407.19
2020-01-21 17:45:00,21.1,52.66,376.09
2020-01-21 18:00:00,22.97,70.31,274.04
2020-01-21 18:15:00,22.77,53.59,351.45
2020-01-21 18:30:00,21.59,65.93,448.64
2020-01-21 18:45:00,21.77,63.01,247.35
2020-01-21 19:00:00,20.67,59.81,573.83
2020-01-21 19:15:00,22.31,36.62,706.52
2020-01-21 19:30:00,16.53,51.52,354.66
2020-01-21 19:45:00,16.22,64.72,503.4
2020-01-21 20:00:00,21.44,52.03,454.17
2020-01-21 20:15:00,22.08,71.55,552.35
2020-01-21 20:30:00,22.76,57.97,523.57
2020-01-21 20:45:00,16.34,68.29,336.89
2020-01-21 21:00:00,25.19,60.37,496.75
2020-01-21 21:15:00,19.97,48.98,213.94
2020-01-21 21:30:00,23.32,69.89,389.54
2020-01-21 21:45:00,23.78,40.61,444.65
2020-01-21 22:00:00,24.18,63.45,312.29
2020-01-21 22:15:00,14.99,63.72,569.32
2020-01-21 22:30:00,24.64,58.17,340.92
2020-01-21 22:45:00,23.42,68.45,374.5
2020-01-21 23:00:00,20.94,69.01,591.42
2020-01-21 23:15:00,19.36,36.07,333.09
2020-01-21 23:30:00,19.76,61.98,355.45
2020-01-21 23:45:00,21.32,52.04,213.08
2020-01-22 00:00:00,23.59,66.59,369.51
2020-01-22 00:15:00,18.1,38.26,40.81
2020-01-22 00:30:00,20.86,65.86,211.73
2020-01-22 00:45:00,21.96,72.48,563.04
2020-01-22 01:00:00,20.07,63.99,366.67
2020-01-22 01:15:00,57.93,7.04,0.0
2020-01-22 01:30:00,22.67,32.38,209.23
2020-01-22 01:45:00,22.77,47.93,364.35
2020-01-22 02:00:00,19.11,40.73,412.81
2020-01-22 02:15:00,28.31,46.22,281.52
2020-01-22 02:30:00,58.22,93.01,0.0
2020-01-22 02:45:00,22.82,76.48,175.54
2020-01-22 03:00:00,20.74,71.59,499.54
2020-01-22 03:15:00,21.55,57.76,459.23
2020-01-22 03:30:00,15.98,69.09,581.35
2020-01-22 03:45:00,26.32,56.8,329.9
2020-01-22 04:00:00,19.51,56.07,219.37
2020-01-22 04:15:00,40.7,95.3,1213.21
2020-01-22 04:30:00,21.6,61.19,612.3
2020-01-22 04:45:00,23.2,55.93,599.1
2020-01-22 05:00:00,16.08,41.69,257.39
2020-01-22 05:15:00,25.84,70.64,365.28
2020-01-22 05:30:00,22.03,56.77,263.72
2020-01-22 05:45:00,22.61,62.64,412.07
2020-01-22 06:00:00,28.14,69.68,412.61
2020-01-22 06:15:00,22.08,68.47,546.57
2020-01-22 06:30:00,19.61,52.22,437.98
2020-01-22 06:45:00,19.11,47.71,665.45
2020-01-22 07:00:00,20.73,60.6,357.16
2020-01-22 07:15:00,22.26,57.66,265.48
2020-01-22 07:30:00,26.31,52.82,198.38
2020-01-22 07:45:00,22.69,55.91,547.82
2020-01-22 08:00:00,19.73,74.5,554.44
2020-01-22 08:15:00,4.63,91.99,1508.79
2020-01-22 08:30:00,17.32,48.16,381.86
2020-01-22 08:45:00,21.82,41.84,356.06
2020-01-22 09:00:00,14.88,66.7,295.82
2020-01-22 09:15:00,20.39,54.65,699.35
2020-01-22 09:30:00,22.37,53.82,391.7
2020-01-22 09:45:00,21.95,71.11,568.23
2020-01-22 10:00:00,45.15,98.95,0.0
2020-01-22 10:15:00,20.56,43.11,627.13
2020-01-22 10:30:00,26.56,55.09,413.23
2020-01-22 10:45:00,19.22,48.91,389.53
2020-01-22 11:00:00,17.76,36.68,412.34
2020-01-22 11:15:00,22.84,86.31,443.86
2020-01-22 11:30:00,25.05,49.38,290.83
2020-01-22 11:45:00,22.25,70.81,460.78
2020-01-22 12:00:00,19.15,50.39,304.65
2020-01-22 12:15:00,22.8,55.74,633.87
2020-01-22 12:30:00,20.78,60.71,372.34
2020-01-22 12:45:00,20.91,74.65,342.5
2020-01-22 13:00:00,23.39,58.62,474.0
2020-01-22 13:15:00,19.3,65.46,466.72
2020-01-22 13:30:00,25.71,60.13,127.4
2020-01-22 13:45:00,23.53,52.52,266.19
2020-01-22 14:00:00,24.76,46.12,343.27
2020-01-22 14:15:00,23.07,67.97,429.7
2020-01-22 14:30:00,19.83,51.43,303.67
2020-01-22 14:45:00,21.45,62.5,494.91
2020-01-22 15:00:00,24.85,59.92,266.18
2020-01-22 15:15:00,16.76,92.89,334.27
2020-01-22 15:30:00,23.59,69.9,140.87
2020-01-22 15:45:00,25.08,75.1,520.41
2020-01-22 16:00:00,24.17,63.68,445.96
2020-01-22 16:15:00,46.35,7.05,0.0
2020-01-22 16:30:00,27.59,69.99,697.25
2020-01-22 16:45:00,19.07,52.78,410.8
2020-01-22 17:00:00,22.84,62.09,217.05
2020-01-22 17:15:00,19.44,64.18,0.0
2020-01-22 17:30:00,20.14,56.39,440.05
2020-01-22 17:45:00,23.71,65.94,200.55
2020-01-22 18:00:00,15.49,77.94,285.27
2020-01-22 18:15:00,22.35,83.43,260.4
2020-01-22 18:30:00,16.47,58.13,114.89
2020-01-22 18:45:00,25.39,61.47,170.72
2020-01-22 19:00:00,24.42,48.5,492.76
2020-01-22 19:15:00,24.28,55.24,235.45
2020-01-22 19:30:00,20.32,52.31,272.71
2020-01-22 19:45:00,23.55,63.28,530.28
2020-01-22 20:00:00,20.53,79.08,410.14
2020-01-22 20:15:00,26.84,72.22,477.55
2020-01-22 20:30:00,17.34,58.8,441.76
2020-01-22 20:45:00,23.98,54.86,117.62
2020-01-22 21:00:00,20.46,78.17,499.01
2020-01-22 21:15:00,21.62,61.81,646.08
2020-01-22 21:30:00,16.12,71.64,221.98
2020-01-22 21:45:00,21.77,69.25,334.95
2020-01-22 22:00:00,21.94,61.66,404.61
2020-01-22 22:15:00,19.95,43.09,161.35
2020-01-22 22:30:00,21.18,62.52,586.89
2020-01-22 22:45:00,22.49,62.07,225.15
2020-01-22 23:00:00,21.99,63.37,623.71
2020-01-22 23:15:00,50.12,93.88,1577.65
2020-01-22 23:30:00,19.4,66.68,358.58
2020-01-22 23:45:00,21.51,58.02,633.1
2020-01-23 00:00:00,19.5,61.81,422.96
2020-01-23 00:15:00,44.48,6.84,0.0
2020-01-23 00:30:00,21.04,73.84,422.96
2020-01-23 00:45:00,29.52,64.95,228.99
2020-01-23 01:00:00,17.87,59.6,182.64
2020-01-23 01:15:00,0.95,94.01,1318.1
2020-01-23 01:30:00,20.44,67.93,347.79
2020-01-23 01:45:00,20.82,61.18,540.79
2020-01-23 02:00:00,22.49,49.29,133.87
2020-01-23 02:15:00,21.7,67.56,486.04
2020-01-23 02:30:00,20.87,53.16,109.75
2020-01-23 02:45:00,27.17,56.4,278.4
2020-01-23 03:00:00,15.83,54.67,569.36
2020-01-23 03:15:00,18.7,63.86,270.77
2020-01-23 03:30:00,18.99,59.99,676.37
2020-01-23 03:45:00,21.28,65.4,539.88
2020-01-23 04:00:00,21.43,54.26,203.69
2020-01-23 04:15:00,22.19,78.04,272.21
2020-01-23 04:30:00,18.62,70.8,163.19
2020-01-23 04:45:00,22.68,55.72,216.26
2020-01-23 05:00:00,49.72,98.49,1536.62
2020-01-23 05:15:00,-0.05,91.02,1574.84
2020-01-23 05:30:00,-7.55,5.5,1387.84
2020-01-23 05:45:00,20.22,80.97,485.32
2020-01-23 06:00:00,15.06,62.79,528.32
2020-01-23 06:15:00,27.32,53.09,318.5
2020-01-23 06:30:00,23.79,58.41,239.46
2020-01-23 06:45:00,24.27,71.44,502.9
2020-01-23 07:00:00,18.78,57.42,371.22
2020-01-23 07:15:00,19.7,47.74,607.29
2020-01-23 07:30:00,0.01,9.55,1589.7
2020-01-23 07:45:00,22.94,62.67,125.39
2020-01-23 08:00:00,22.74,58.9,528.56
2020-01-23 08:15:00,18.91,70.97,338.66
2020-01-23 08:30:00,23.36,57.42,444.76
2020-01-23 08:45:00,20.76,66.0,111.35
2020-01-23 09:00:00,21.92,59.29,391.22
2020-01-23 09:15:00,21.92,55.61,298.58
2020-01-23 09:30:00,24.75,61.74,285.49
2020-01-23 09:45:00,19.11,53.3,176.96
2020-01-23 10:00:00,21.56,67.62,508.65
2020-01-23 10:15:00,25.1,61.97,393.47
2020-01-23 10:30:00,21.38,71.78,76.52
2020-01-23 10:45:00,25.27,35.04,405.0
2020-01-23 11:00:00,2.63,98.76,1515.36
2020-01-23 11:15:00,15.2,64.68,562.33
2020-01-23 11:30:00,22.13,67.72,421.23
2020-01-23 11:45:00,23.73,53.28,406.8
2020-01-23 12:00:00,24.57,59.16,458.18
2020-01-23 12:15:00,21.53,42.81,416.94
2020-01-23 12:30:00,22.26,56.75,605.06
2020-01-23 12:45:00,22.84,59.01,368.63
2020-01-23 13:00:00,20.6,73.85,535.36
2020-01-23 13:15:00,22.73,48.1,568.66
2020-01-23 13:30:00,23.64,53.67,359.29
2020-01-23 13:45:00,20.86,48.6,272.53
2020-01-23 14:00:00,20.04,52.11,612.91
2020-01-23 14:15:00,22.19,68.61,191.74
2020-01-23 14:30:00,22.37,69.12,424.95
2020-01-23 14:45:00,23.71,46.22,544.52
2020-01-23 15:00:00,24.62,62.38,335.03
2020-01-23 15:15:00,15.83,63.57,252.24
2020-01-23 15:30:00,16.77,57.54,531.68
2020-01-23 15:45:00,24.53,46.98,360.02
2020-01-23 16:00:00,21.08,65.29,447.31
2020-01-23 16:15:00,24.35,64.34,216.03
2020-01-23 16:30:00,22.68,54.83,475.05
2020-01-23 16:45:00,18.09,65.03,305.81
2020-01-23 17:00:00,23.9,50.26,466.3
2020-01-23 17:15:00,20.94,50.26,622.22
2020-01-23 17:30:00,21.93,61.51,522.25
2020-01-23 17:45:00,19.23,62.16,443.63
2020-01-23 18:00:00,27.64,53.79,358.28
2020-01-23 18:15:00,23.45,63.28,506.81
2020-01-23 18:30:00,26.49,58.45,597.45
2020-01-23 18:45:00,26.65,55.27,433.36
2020-01-23 19:00:00,22.93,65.01,265.7
2020-01-23 19:15:00,17.23,59.09,387.71
2020-01-23 19:30:00,21.97,51.02,474.2
2020-01-23 19:45:00,47.44,97.34,1256.72
2020-01-23 20:00:00,24.13,45.57,242.69
2020-01-23 20:15:00,19.84,73.49,492.82
2020-01-23 20:30:00,46.73,99.74,0.0
2020-01-23 20:45:00,14.86,70.09,374.15
2020-01-23 21:00:00,24.74,60.42,558.92
